"talent","attractiveness","fame","is_famous"
0.535,-0.23,0.533,0
0.008,-0.866,-3.502,0
-0.931,1.215,-1.424,0
0.017,-0.283,1.035,0
0.393,-0.789,-0.366,0
1.061,-0.185,1.484,0
-1.215,-0.075,-3.24,0
0.117,0.035,0.943,0
-0.608,0.771,0.033,0
-0.701,-1.474,-3.22,0
-0.024,-0.56,-2.207,0
1.132,1.503,4.347,1
-0.787,1.9,1.977,0
-0.274,0.12,0.319,0
0.494,-0.42,0.947,0
-1.019,-1.28,-3.619,0
-0.71,0.513,-0.917,0
0.6,0.34,3.246,1
-0.726,0.783,3.257,1
0.307,-0.324,1.034,0
-0.704,-0.42,-4.556,0
0.975,0.18,2.279,0
0.52,-0.983,-0.775,0
1.029,-1.979,-2.77,0
-0.163,-0.599,-0.079,0
1.142,-0.059,1.933,0
-0.151,0.573,1.14,0
0.682,0.094,1.765,0
0.007,0.098,1.626,0
1.177,-0.012,2.888,1
1.314,-2.361,-1.419,0
-0.399,-0.874,-4.882,0
-0.951,-0.956,-4.919,0
-1.079,-0.549,-4.208,0
-0.733,-0.301,-2.845,0
-1.663,0.269,-2.915,0
1.392,-0.27,3.028,1
-0.428,-1.289,-3.192,0
-1.182,2.573,1.815,0
-1.619,-0.735,-4.116,0
0.478,-0.619,0.919,0
-1.161,0.668,-0.204,0
0.195,-1.175,-1.719,0
-1.011,0.499,-1.939,0
-0.61,-3.377,-8.858,0
0.202,0.675,2.127,0
1.788,-0.654,2.283,0
-0.043,0.139,1.82,0
0.34,0.076,2.297,0
-0.481,1.623,2.77,1
-2.559,0.064,-6.043,0
0.731,0.159,0.751,0
0.939,1.397,4.398,1
0.941,-0.055,1.938,0
-0.705,-0.115,-0.693,0
-1.087,0.263,-0.755,0
0.413,-0.487,-0.46,0
-1.932,-1.457,-6.368,0
-1.865,-1.313,-5.097,0
-0.657,0.201,-0.543,0
0.03,-0.765,-1.452,0
-1.726,1.189,-3.596,0
-0.508,-1.208,-4.118,0
-0.97,-1.092,-4.097,0
-0.058,-1.447,-3.105,0
-1.822,0.873,-1.884,0
1.239,-0.089,2.285,0
-0.374,1.93,4.78,1
0.807,-0.268,2.527,0
-0.047,-0.517,-1.106,0
-2.237,-2.022,-9.047,0
-0.428,2.625,4.431,1
1.432,0.065,2.803,1
0.775,-1.726,-2.865,0
0.156,-0.298,-1.37,0
0.696,-0.826,0.451,0
-2.52,-0.933,-6.974,0
-0.045,0.389,0.208,0
1.914,0.926,5.679,1
-0.645,-0.798,-2.243,0
0.672,0.636,4.854,1
-0.716,-0.984,-4.158,0
0.892,-1.362,-1.196,0
-0.342,-0.884,-1.26,0
-0.055,0.065,1.674,0
-0.618,0.439,0.436,0
0.558,1.224,3.21,1
1.163,-1.837,0.546,0
0.934,-0.577,-0.227,0
-2.008,1.909,-0.771,0
-0.104,-0.713,-1.745,0
-1.51,0.475,-0.4,0
0.464,0.587,2.902,1
0.503,0.473,1.754,0
0.588,-0.304,1.634,0
0.008,1.706,3.052,1
0.982,0.224,2.509,0
-3.222,0.253,-5.914,0
-0.319,-0.926,-0.115,0
-0.331,-2.969,-8.031,0
0.868,-0.875,0.78,0
0.385,-1.417,-2.54,0
1.388,-0.735,0.575,0
-0.991,-1.279,-4.579,0
-1.148,-0.943,-3.694,0
-0.427,0.245,-0.512,0
0.722,-1.581,-3.059,0
1.091,0.553,3.151,1
0.695,-0.517,0.672,0
-0.044,1.084,1.516,0
-0.628,-0.068,0.259,0
1.252,0.415,3.016,1
0.256,-2.163,-5.994,0
0.393,0.677,0.862,0
0.204,0.456,0.671,0
-0.251,-0.641,-2.539,0
0.171,-0.069,-0.513,0
1.96,0.602,2.737,1
-1.147,-0.151,-2.306,0
-0.573,0.001,-0.982,0
-0.851,-1.039,-1.621,0
0.63,-0.561,0.085,0
-1.124,1.201,-0.032,0
-0.352,1.086,0.482,0
0.938,0.931,6.714,1
0.244,-0.966,-0.509,0
-0.03,0.915,1.289,0
1.707,0.371,3.944,1
-1.947,1.97,1.567,0
-0.083,-1.005,-2.93,0
-1.001,-0.13,-3.293,0
0.903,1.321,4.98,1
-0.151,-0.394,-0.545,0
0.405,0.963,1.855,0
-0.162,0.251,-1.861,0
0.904,-0.875,-1.418,0
0.004,-0.395,-0.8,0
-2.165,0.359,-5.262,0
-0.277,1.521,4.333,1
-1.666,0.649,-2.526,0
-1.022,-0.124,-1.889,0
-0.835,-0.852,-4.102,0
-0.355,1.301,1.749,0
0.07,0.113,1.163,0
-0.22,-1.182,-4.149,0
-1.146,-0.582,-4.23,0
1.263,0.375,2.884,1
-0.486,0.557,0.404,0
0.082,-0.387,0.307,0
-0.022,0.697,-0.325,0
0.512,-1.463,-2.84,0
-1.728,-1.2,-5.788,0
1.203,-0.197,3.935,1
-0.464,-1.282,-2.718,0
0.419,-0.121,0.351,0
-0.622,1.356,0.858,0
0.45,1.132,1.857,0
0.179,1.417,2.451,0
-0.162,0.552,1.068,0
-0.088,-0.668,-3.245,0
-0.768,1.3,-0.798,0
-0.754,0.419,-1.062,0
0.127,0.39,0.766,0
0.085,-1.961,-2.575,0
-0.432,0.243,-0.167,0
-0.347,-1.769,-4.259,0
-1.482,0.125,-4.01,0
-0.128,1.137,2.137,0
1.799,0.922,4.682,1
1.689,-0.638,1.648,0
2.023,0.03,3.693,1
0.689,-0.851,-0.435,0
1.797,-0.989,2.657,1
-0.181,0.272,-0.622,0
0.202,0.717,2.751,1
-0.607,1.35,2.606,1
0.797,-0.068,-1.02,0
-1.181,-2.388,-7.958,0
1.535,-1.316,0.972,0
0.629,-0.019,0.778,0
0.245,1.45,2.835,1
0.932,-0.836,0.49,0
-0.903,-0.648,-3.556,0
0.351,-1.208,-2.754,0
-1.04,0.378,-2.005,0
-0.265,-0.906,-2.555,0
1.122,0.423,3.482,1
0.544,0.208,0.06,0
0.625,0.97,3.256,1
0.849,-0.14,0.046,0
-1.371,1.564,-0.464,0
0.094,-0.819,-0.041,0
0.731,-0.039,1.702,0
1.881,-0.436,2.379,0
-1.468,0.887,-0.933,0
1.004,-0.189,1.804,0
-2.024,1.257,-1.575,0
-1.208,-0.439,-4.586,0
2.31,0.7,6.594,1
1.077,1.609,5.473,1
-0.334,-0.375,-0.057,0
-0.649,1.487,0.407,0
0.744,-1.1,0.094,0
0.549,0.703,1.867,0
0.838,-0.278,2.383,0
1.538,-1.034,2.11,0
1.096,-0.563,1.194,0
-1.105,0.461,-1.352,0
0.279,-0.624,0.1,0
-0.043,0.53,-1.159,0
-0.582,-0.828,-2.991,0
1.112,0.485,0.598,0
-0.619,-0.677,-0.852,0
-0.137,0.053,-0.208,0
-1.053,-0.23,-1.942,0
0.896,0.263,0.848,0
-0.224,-0.964,-2.459,0
-1.295,0.569,-1.4,0
1.646,-0.164,2.136,0
0.738,-0.645,-0.511,0
0.07,0.47,3.529,1
-0.017,0.64,0.812,0
0.119,0.29,0.579,0
-0.925,-1.433,-3.677,0
0.198,0.332,0.406,0
-1.033,1.046,-0.49,0
-0.332,-0.89,-2.642,0
0.965,-0.491,2.291,0
-0.613,0.504,0.186,0
-0.527,-0.635,-1.731,0
1.423,-1.123,0.593,0
-1.361,1.194,0.157,0
-0.294,-0.648,-0.142,0
-0.014,0.335,0.794,0
0.975,0.842,4.476,1
-0.949,0.514,-0.665,0
0.751,-1.646,-2.572,0
-0.634,0.516,-0.655,0
-0.116,-0.41,-1.03,0
-0.695,-0.261,-1.399,0
0.156,0.612,1.424,0
1.022,3.144,7.502,1
-1.212,-0.744,-4.042,0
0.591,-0.23,-0.432,0
1.756,0.798,6.637,1
0.686,0.46,1.375,0
-1.515,-1.388,-6.124,0
-0.354,0.641,1.954,0
0.26,-1.251,-2.258,0
-2.749,-0.075,-4.714,0
-0.343,-1.066,-4.18,0
1.029,-1.58,-1.853,0
0.098,-2.04,-4.033,0
-0.569,0.262,-0.522,0
0.395,-1.234,-2.687,0
0.381,0.242,1.827,0
-0.823,-0.515,-3.577,0
-1.308,-0.153,-3.98,0
0.734,-0.332,1.738,0
1.814,1.296,4.995,1
-0.489,0.174,-1.001,0
-1.993,-1.921,-7.022,0
1.081,1.027,3.839,1
0.079,-1.617,-4.054,0
0.246,0.532,2.383,0
-0.557,0.093,-1.146,0
-0.087,-0.619,0.029,0
1.704,0.325,4.184,1
1.971,2.025,8.75,1
1.168,0.009,0.404,0
3.663,2.001,12.502,1
2.577,0.211,6.777,1
0.528,0.485,2.14,0
-0.512,-1.436,-3.619,0
-0.304,0.606,2.695,1
-1.246,-0.993,-4.717,0
0.699,0.26,1.091,0
0.698,-1.743,-1.178,0
-0.056,-0.996,-2.619,0
0.555,-1.845,-2.951,0
-0.274,-1.147,-1.989,0
-1.29,-1.065,-4.998,0
0.068,0.791,1.68,0
-1.73,-2.047,-7.462,0
-0.565,1.506,1.667,0
-0.242,0.887,0.298,0
-1.311,0.463,-1.136,0
0.662,1.646,4.352,1
0.502,1.749,3.699,1
-0.54,0.188,0.141,0
1.712,-1.306,1.013,0
-0.653,0.502,-2.518,0
-0.487,-0.878,-2.387,0
-0.22,-1.028,-3.907,0
0.077,-0.013,1.516,0
-0.66,1.027,0.168,0
0.513,-1.796,-2.746,0
-1.932,1.128,-1.933,0
-0.453,-0.769,-2.129,0
-1.074,-0.68,-5.034,0
-0.127,-1.035,-2.056,0
-0.161,0.185,0.903,0
0.113,-0.595,-0.091,0
0.418,-1.549,-1.84,0
1.424,0.792,5.076,1
-0.25,0.877,2.521,0
-1.708,0.914,-0.818,0
-0.712,-0.138,-1.255,0
1.125,0.182,2.358,0
-0.911,0.435,-0.858,0
0.912,0.15,-0.178,0
-0.355,-0.004,-1.12,0
0.99,0.691,2.065,0
0.287,-0.668,0.869,0
-0.18,0.953,0.531,0
-0.053,-1.81,-3.329,0
-1.276,-0.632,-4.836,0
-1.2,-3.03,-8.358,0
-0.499,-0.154,0.158,0
-1.551,-1.892,-7.979,0
0.009,1.449,1.761,0
0.393,-0.956,-0.652,0
-0.979,-0.814,-2.398,0
-0.16,0.168,-0.97,0
1.165,-0.559,0.925,0
-0.504,0.348,-1.288,0
-0.172,-1.732,-3.898,0
1.151,0.785,3.793,1
-1.243,0.161,-1.698,0
-1.928,-0.689,-5.381,0
2.013,-1.7,0.821,0
1.112,1.587,5.067,1
-0.756,0.182,-1.125,0
-2.856,-1.127,-8.886,0
-0.033,1.901,5.257,1
2.063,-0.695,1.177,0
0.21,0.593,1.18,0
0.488,-0.182,0.492,0
1.18,0.629,3.348,1
-0.905,1.008,0.257,0
1.436,1.543,7.3,1
0.142,0.185,1.191,0
0.403,0.257,0.329,0
1.168,1.473,6.484,1
-0.101,-0.359,-2.65,0
0.443,-1.596,-0.536,0
0.305,0.285,1.727,0
-1.8,1.025,-0.271,0
-0.106,-1.449,-4.187,0
1.833,1.417,6.427,1
1.024,-1.035,0.176,0
-0.004,0.085,-1.297,0
2.28,0.245,4.389,1
0.123,1.085,2.421,0
-0.144,2.173,3.924,1
-1.318,0.449,-1.511,0
3.281,-1.297,4.69,1
-0.764,1.116,1.753,0
-1.425,0.293,-3.873,0
1.4,-1.027,2.359,0
0.093,0.493,1.075,0
0.735,-2.327,-1.655,0
0.45,1.503,3.322,1
0.276,-1.398,-2.212,0
0.789,0.254,1.183,0
-0.161,0.086,-1.115,0
-0.917,-0.527,-2.486,0
0.091,-0.366,-0.993,0
0.861,-1.018,-1.127,0
0.06,0.259,0.694,0
-3.012,1.827,-1.963,0
-0.1,1.024,2.991,1
-0.517,0.152,0.199,0
0.584,-0.357,0.161,0
0.69,0.504,1.944,0
0.845,-1.778,-3.77,0
0.678,-0.695,-0.292,0
-1.443,1.593,0.041,0
2.206,-0.782,3.217,1
1.256,0.46,3.71,1
0.704,0.226,1.257,0
-1.81,-0.891,-3.674,0
-0.775,-0.843,-2.853,0
-0.237,0.703,4.082,1
-1.121,1.563,1.26,0
-1.25,-2.251,-7.855,0
-0.709,0.208,0.009,0
0.253,0.053,0.921,0
0.937,0.492,2.222,0
0.314,-0.174,1.128,0
1.666,1.206,5.692,1
0.122,0.191,0.708,0
-0.552,0.053,-0.566,0
0.542,-0.004,0.947,0
1.017,-0.144,1.177,0
-2.143,0.127,-4.408,0
-0.988,-0.741,-3.384,0
-0.673,0.982,1.094,0
1.04,0.563,2.27,0
0.015,1.895,4.28,1
-0.734,-0.532,-2.217,0
-0.172,0.104,1.425,0
1.385,-1.082,0.76,0
-1.998,0.508,-2.929,0
0.663,1.647,4.343,1
-0.628,0.205,-1.226,0
0.207,-0.232,-1.034,0
0.584,-1.887,-1.273,0
2.963,0.615,6.335,1
-0.521,-2.025,-4.008,0
-1.267,-0.58,-4.212,0
-1.493,0.86,-1.303,0
0.661,-1.023,0.478,0
-1.324,0.172,-3.835,0
-0.076,0.065,-1.16,0
-0.397,0.702,-0.799,0
0.924,0.993,3.629,1
2.684,1.11,6.568,1
-1.61,0.085,-3.914,0
-1.877,0.765,-1.601,0
-0.154,-0.002,0.627,0
0.507,-0.844,-1.032,0
0.845,-0.681,0.28,0
-0.616,-0.189,-2.228,0
0.157,0.323,2.381,0
0.729,-0.995,1.124,0
-1.196,-2.392,-6.613,0
-0.877,0.857,-1.247,0
-0.257,-0.212,0.632,0
-0.107,-0.836,-2.377,0
1.945,-0.876,0.837,0
-0.142,1.142,1.677,0
-1.217,-1.727,-7.422,0
-1.083,-0.052,-0.879,0
0.778,0.564,4.643,1
1.047,0.075,1.926,0
0.474,-1.749,-3.1,0
0.003,1.346,4.051,1
-1.911,0.61,-2.461,0
0.09,-0.672,0.256,0
-0.601,0.575,-0.818,0
0.508,0.191,-0.481,0
-0.269,-1.018,-2.136,0
0.049,1.142,2.834,1
0.195,-1.473,-2.87,0
0.501,-0.51,0.277,0
-0.346,-0.228,-1.151,0
0.444,-0.129,0.221,0
0.087,0.328,0.893,0
-1.007,0.074,-3.421,0
0.591,0.03,0.851,0
-0.324,-0.923,-1.076,0
0.75,-0.205,1.413,0
0.575,-0.82,-0.108,0
0.055,-1.41,-2.613,0
-0.443,0.56,0.853,0
0.109,-0.087,0.637,0
-1.502,1.186,-0.155,0
-0.553,-0.609,-2.006,0
0.364,1.3,3.036,1
0.588,0.723,1.869,0
0.527,-0.137,-0.666,0
0.169,-1.018,-1.524,0
-0.211,0.998,4.176,1
-1.507,-1.876,-5.702,0
0.376,-0.743,-1.274,0
0.408,-0.605,0.148,0
0.35,0.045,2.585,0
-1.184,-0.398,-4.269,0
-0.223,0.27,0.902,0
-1.174,0.809,0.465,0
-0.78,0.229,-1.049,0
0.366,-0.775,-1.655,0
-1.801,-1.346,-5.082,0
0.393,-1.255,-3.652,0
-1.79,-1.66,-7.608,0
-0.264,0.137,1.639,0
-0.365,-1.785,-4.633,0
-1.572,-1.348,-6.625,0
0.95,0.259,0.484,0
-0.692,1.889,2.987,1
0.621,-1.226,0.317,0
-0.119,-2.239,-4.546,0
0.936,-1.99,-0.435,0
1.429,-1.129,0.529,0
-0.199,0.669,0.997,0
0.86,0.941,2.335,0
2.012,0.1,4.324,1
1.014,-0.557,1.381,0
0.458,0.614,1.225,0
0.483,0.153,-1.86,0
-0.559,-0.564,-3.903,0
-1.037,0.242,-1.953,0
-0.786,-0.793,-4.45,0
-0.472,0.349,-2.251,0
-0.715,1.09,-1.369,0
0.256,-0.288,-1.49,0
-0.367,-0.72,-0.915,0
-1.121,-0.872,-5.419,0
-0.651,1.332,0.154,0
-0.158,-0.571,-2.023,0
-0.416,1.045,1.187,0
-1.335,0.415,-3.329,0
-2.582,-2.017,-10.048,0
0.022,-0.047,0.92,0
1.297,0.29,2.927,1
2.372,1.374,8.509,1
-1.974,2.681,1.069,0
-0.923,-1.2,-4.273,0
0.924,-1.671,-1.034,0
0.104,0.033,-0.216,0
-0.256,-1.62,-3.105,0
0.648,-0.891,-0.307,0
0.86,-1.446,-1.044,0
0.413,-1.334,-2.614,0
-1.196,-0.804,-5.927,0
1.699,-2.095,-1.745,0
0.083,-1.388,-3.333,0
3.537,1.078,8.688,1
0.048,-1.312,-4.327,0
0.806,0.429,2.525,0
0.477,2.283,5.661,1
-0.426,1.151,3.36,1
1.403,-0.421,1.624,0
0.448,1.506,2.923,1
-0.943,-1.792,-5.431,0
-0.832,0.459,-0.726,0
-1.364,-0.681,-6.536,0
-1.238,-0.659,-3.842,0
0.161,-0.755,-1.15,0
-1.115,-0.984,-4.834,0
0.811,-0.676,2.045,0
-0.286,-0.766,-2.154,0
0.562,0.708,3.032,1
-0.729,-0.489,-3.336,0
-1.951,-0.198,-4.215,0
0.373,-0.06,0.003,0
0.067,0.821,1.988,0
1.103,-0.641,0.594,0
-0.472,-0.873,-3.872,0
-0.972,0.591,-1.997,0
-1.215,1.155,0.117,0
0.837,-1.219,-0.323,0
-0.914,0.187,0.085,0
-0.322,-0.037,-2.136,0
-0.18,-1.473,-4.369,0
-1.236,0.925,-0.781,0
-2.686,-1.073,-8.14,0
-0.378,-1.2,-4.306,0
0.232,1.086,3.286,1
-0.502,-0.596,-2.107,0
0.388,0.464,1.841,0
0.024,-0.336,-0.131,0
0.482,-1.344,-2.585,0
-1.555,-0.507,-3.626,0
-0.267,0.587,1.072,0
0.482,-1.309,0.036,0
0.147,2.377,4.759,1
1.31,0.327,4.265,1
0.664,-2.155,-3.156,0
0.615,-1.027,0.425,0
0.794,0.017,1.593,0
0.187,-0.968,-2.144,0
-0.512,0.652,0.454,0
0.906,-1.152,-1.541,0
0.275,-0.945,-2.925,0
1.711,0.43,4.729,1
0.288,-0.546,0.832,0
-1.185,-0.004,-3.565,0
0.584,0.808,2.328,0
-2.148,1.552,-1.88,0
-0.565,1.62,1.783,0
0.485,0.866,3.49,1
-0.105,-0.604,-1.29,0
2.201,-0.461,4.42,1
0.131,1.269,4.381,1
0.377,-1.643,-2.826,0
-0.461,1.007,0.537,0
-0.805,1.05,0.749,0
0.823,-0.289,3.024,1
0.432,0.005,-1.867,0
0.047,-0.21,-1.632,0
-0.434,-0.139,0.707,0
0.55,-0.897,0.254,0
0.874,0.991,3.957,1
0.011,0.675,1.048,0
-0.08,-1.358,-4.258,0
0.316,1.024,3.201,1
-0.249,-0.101,-1.615,0
-1.03,-0.87,-4.058,0
1.287,-0.085,0.765,0
0.476,0.427,1.755,0
0.571,2.115,4.691,1
-0.684,0.355,-0.741,0
-0.029,-0.111,-0.077,0
-0.217,-0.471,-2.749,0
-0.793,-0.795,-2.801,0
-0.737,0.949,2.895,1
-1.72,-0.075,-6.503,0
-0.038,1.712,4.858,1
-0.561,-0.463,-2.188,0
-1.537,-0.294,-2.143,0
0.325,0.747,1.909,0
-1.721,0.458,-1.76,0
-0.424,-0.017,-1.26,0
-1.466,0.157,-2.136,0
0.298,-1.752,-2.148,0
0.844,0.636,3.983,1
0.367,1.339,2.537,0
1.981,-1.069,2.536,0
-1.882,-0.842,-5.407,0
-0.193,1.481,3.76,1
1.133,0.671,2.48,0
0.529,1.221,2.472,0
-0.493,0.134,-0.583,0
0.075,0.818,1.517,0
1.196,1.335,4.794,1
-0.509,1.232,0.967,0
-0.818,-0.73,-3.739,0
0.219,0.058,0.865,0
1.596,0.25,4.24,1
-2.561,0.34,-3.961,0
0.836,0.416,2.392,0
0.683,-0.512,1.083,0
-1.245,1.288,0.043,0
1.959,-0.789,2.768,1
-0.108,1.508,3.715,1
-0.524,-1.093,-4.872,0
0.488,-0.147,0.204,0
2.062,0.788,6.127,1
0.888,-0.207,1.161,0
-1.086,-0.925,-3.172,0
-1.719,-1.465,-6.454,0
0.072,0.844,3.028,1
0.409,0.279,1.407,0
-1.047,0.1,-3.166,0
-0.554,-0.08,-1.167,0
-0.722,0.59,0.691,0
-0.689,0.409,-0.635,0
-0.477,-0.222,-1.923,0
1.926,1.119,8.454,1
-0.798,0.706,-1.769,0
1.356,-0.92,1.006,0
0.195,-0.194,0.134,0
-0.531,-1.298,-3.437,0
0.274,-1.317,-1.623,0
1.517,0.753,4.594,1
1.133,1.068,3.676,1
-0.211,2.223,4.919,1
-0.345,0.231,0.698,0
-0.006,-0.687,-2.068,0
-0.578,0.135,-0.576,0
-0.4,-2.108,-2.374,0
0.447,-0.513,-1.958,0
0.195,-1.498,-0.851,0
0.783,-0.122,-0.293,0
0.734,1.983,5.044,1
-0.245,0.852,0.862,0
-1.341,-0.504,-2.655,0
0.54,-0.736,0.366,0
-0.62,0.081,-2.196,0
-0.435,-0.465,-3.026,0
-0.445,0.981,0.144,0
0.561,-0.486,0.422,0
0.946,-1.786,-1.077,0
2.484,-0.304,4.719,1
-1.135,-0.107,-2.48,0
0.024,0.615,0.966,0
-0.436,-0.957,-1.658,0
0.803,-0.142,1.183,0
0.122,-0.046,-0.275,0
-0.74,1.246,1.336,0
-0.283,0.782,-0.19,0
0.486,2.178,4.185,1
-0.048,0.878,1.388,0
-0.391,-0.949,-5.64,0
1.917,-2.702,-0.118,0
1.456,-0.028,3.112,1
0.868,-0.174,0.836,0
0.445,-0.445,-1.747,0
0.139,1.323,2.875,1
-0.261,0.51,-0.597,0
0.843,-0.115,0.927,0
-0.195,-0.024,-1.643,0
-1.585,2.032,1.195,0
0.256,-1.903,-3.134,0
-0.313,-1.787,-3.567,0
-0.876,0.394,-2.876,0
-1.201,0.262,-1.336,0
1.092,1.033,4.444,1
0.299,-0.616,0.376,0
-2.061,0.989,-1.427,0
0.045,0.79,1.814,0
0.752,-1.057,1.345,0
-1.473,-0.608,-4.538,0
-0.809,1.878,1.28,0
-0.922,-1.374,-4.316,0
-0.649,-0.005,-1.726,0
-0.491,1.16,2.522,0
1.041,0.106,3.06,1
1.495,-0.395,1.826,0
0.596,1.166,3.37,1
2.5,-0.807,4.087,1
-0.164,-0.086,-1.35,0
0.684,0.777,1.207,0
0.271,-0.547,-1.157,0
0.708,0.468,3.966,1
0.622,1.433,4.739,1
0.382,-0.461,-0.087,0
1.247,3.037,8.125,1
0.221,-0.398,-0.608,0
0.166,0.874,0.746,0
-0.741,1.491,2.34,0
-1.105,-0.309,-2.484,0
-1.792,-0.504,-4.552,0
-0.443,-1.413,-4.391,0
-0.28,0.613,0.048,0
1.657,1.287,4.872,1
-0.065,-1.915,-3.65,0
1.321,0.488,3.795,1
1.018,1.273,5.551,1
0.265,1.16,3.65,1
0.238,1.58,3.042,1
0.878,0.145,0.295,0
-0.769,-1.316,-4.776,0
-0.105,0.379,-1.131,0
0.792,0.633,1.691,0
-0.623,0.823,0.405,0
0.322,-0.426,-1.525,0
1.093,1.851,6.438,1
0.633,0.853,3.545,1
0.33,-0.161,1.752,0
0.51,0.915,2.525,0
1.066,1.474,4.692,1
-0.195,-1.995,-5.283,0
0.486,0.949,2.638,1
-2.979,1.993,-2.682,0
1.024,-0.306,2.168,0
0.529,-0.599,0.706,0
1.565,0.562,4.853,1
0.46,0.113,0.325,0
-0.245,0.171,-0.723,0
-2.154,0.997,-3.664,0
-2.216,0.848,-2.423,0
0.945,-0.979,0.293,0
0.479,-0.268,2.768,1
1.122,-0.098,2.794,1
2.01,0.139,5.771,1
0.626,0.711,4.526,1
-0.833,-0.403,-3.805,0
-1.103,-1.063,-4.514,0
0.074,-0.446,0.463,0
-1,-0.862,-4.18,0
-0.184,-1.794,-2.402,0
0.646,0.325,1.623,0
0.748,-0.826,0.337,0
1.038,-1.754,-0.653,0
0.591,0.437,2.271,0
-0.054,-0.157,1.381,0
1.415,0.726,5.014,1
0.259,2.104,5.292,1
-0.493,-0.387,-0.888,0
0.854,1.04,4.508,1
0.074,-0.823,-1.554,0
-1.987,-0.27,-4.983,0
0.937,-0.591,-0.627,0
0.193,-1.144,-0.809,0
1.95,-1.324,1,0
-1.207,3.226,2.088,0
0.761,-2.216,-3.744,0
0.2,-0.262,-1.863,0
-1.596,-1.485,-6.636,0
0.379,-1.043,-3.468,0
-0.198,-0.066,-1.12,0
-0.686,-1.515,-3.304,0
0.417,-0.848,0.218,0
-1.712,-0.709,-4.929,0
-0.681,-0.348,-0.852,0
-0.461,-1.671,-5.626,0
-0.237,-2.832,-4.671,0
1.053,-0.754,1.568,0
-0.041,0.76,1.185,0
-0.41,-0.359,-1.747,0
-0.163,-0.665,-1.084,0
-0.2,1.344,1.742,0
-0.419,-0.18,0.389,0
-1.079,-0.826,-4.173,0
-0.793,0.807,1.551,0
-1.009,-0.722,-3.897,0
-0.827,-0.127,-2.869,0
0.619,0.313,2.216,0
0.047,0.111,0.933,0
-0.603,-0.055,-1.027,0
-0.101,-1.313,-2.759,0
0.765,0.31,0.911,0
1.879,1.015,5.833,1
0.145,1.353,3.661,1
-0.406,0.246,0.283,0
0.58,-0.263,0.377,0
0.606,-1.235,-2.1,0
0.206,-0.492,0.72,0
-0.017,-0.315,-1.586,0
-1.623,0.522,-4.099,0
-0.446,0.792,0.966,0
1.03,-1.295,0.109,0
-0.369,-1.423,-3.72,0
0.155,-0.792,-1.149,0
0.945,2.284,5.731,1
0.693,1.293,2.508,0
0.934,0.741,3.28,1
0.286,-0.321,1.94,0
-0.263,0.821,0.104,0
-0.158,0.13,-0.299,0
-1.112,0.182,-3.988,0
-0.987,0.073,-0.983,0
0.406,0.015,0.633,0
1.165,-0.114,0.841,0
0.205,-0.55,-1.462,0
-0.549,0.861,-0.747,0
0.818,-0.116,0.443,0
1.006,2.295,6.074,1
0.48,0.446,4.447,1
-0.675,-1.129,-4.608,0
0.669,1.206,2.593,0
2.178,0.952,4.665,1
-0.476,0.221,-0.265,0
0.5,-0.781,-0.259,0
-0.224,-0.615,0.131,0
-0.317,-0.44,-2.072,0
-1.236,0.112,-0.687,0
-1.961,0.872,-2.055,0
1.043,-0.082,0.959,0
-0.789,-1.066,-4.942,0
-0.72,0.691,-1.074,0
-0.894,-0.441,-1.693,0
0.207,-1.069,-2.186,0
-1.736,-0.69,-4.959,0
-0.933,0.562,-0.601,0
-1.488,1.235,0.592,0
2.086,0.181,2.699,1
-1.767,-1.133,-6.814,0
-0.958,0.025,-1.129,0
0.079,0.687,2.863,1
-0.797,0.104,0.444,0
-1.465,-0.566,-5.235,0
1.038,2.053,5.781,1
-0.154,-2.017,-3.121,0
0.084,0.021,0.09,0
-1.649,-0.111,-3.449,0
1.261,0.845,4.779,1
0.331,-0.118,1.167,0
0.051,0.985,-0.26,0
-1.008,-1.607,-5.743,0
0.016,1.027,1.65,0
0.509,-0.819,0.247,0
1.02,-0.641,1.71,0
0.298,-0.01,-0.587,0
-0.59,0.776,-0.952,0
1.072,0.631,1.731,0
-1.174,0.632,0.291,0
1.346,1.501,3.955,1
0.035,-0.7,-0.552,0
-0.407,-0.946,-2.131,0
-0.696,-0.551,-2.365,0
-0.505,-0.104,-0.807,0
-0.313,-0.402,-2.992,0
1.363,-0.587,1.208,0
0.721,1.494,3.762,1
-0.053,-1.803,-2.974,0
1.898,2.107,9.324,1
-0.082,-0.033,-0.458,0
-0.945,1.657,0.799,0
1.898,1.013,5.163,1
-2.031,2.149,0.203,0
1.274,1.332,3.987,1
0.564,0.156,1.47,0
-1.434,-1.716,-6.079,0
1.493,0.55,4.926,1
-1.569,0.7,-0.718,0
-0.06,0.207,1.377,0
-0.915,-1.033,-5.846,0
-0.062,-0.621,-1.899,0
0.928,-0.647,1.167,0
0.516,-0.623,0.223,0
-0.488,0.474,1.796,0
0.592,0.304,4.511,1
-0.974,0.103,-0.748,0
-0.084,-1.528,-3.369,0
0.115,-1.411,-3.303,0
-1.88,-0.394,-3.709,0
-1.452,-0.284,-5.031,0
-0.895,0.443,-0.239,0
0.793,-1.122,-1.868,0
0.726,0.988,1.419,0
-0.591,1.579,2.709,1
-2.229,0.985,-4.376,0
-0.818,0.913,1.217,0
-0.548,-1.47,-3.378,0
2.087,-0.287,3.339,1
-0.203,-0.719,-3.043,0
-0.274,0.67,0.09,0
